"","GEO.id2","Id.x","Geography.x","Estimate..Total..x","Margin.of.Error..Total..x","Estimate..Total....White.alone","Margin.of.Error..Total....White.alone","Estimate..Total....Black.or.African.American.alone","Margin.of.Error..Total....Black.or.African.American.alone","Estimate..Total....American.Indian.and.Alaska.Native.alone","Margin.of.Error..Total....American.Indian.and.Alaska.Native.alone","Estimate..Total....Asian.alone","Margin.of.Error..Total....Asian.alone","Estimate..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Margin.of.Error..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Estimate..Total....Some.other.race.alone","Margin.of.Error..Total....Some.other.race.alone","Estimate..Total....Two.or.more.races.","Margin.of.Error..Total....Two.or.more.races.","Estimate..Total....Two.or.more.races....Two.races.including.Some.other.race","Margin.of.Error..Total....Two.or.more.races....Two.races.including.Some.other.race","Estimate..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Margin.of.Error..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Id.y","Geography.y","Estimate..Total..y","Margin.of.Error..Total..y","Estimate..Total....Not.Hispanic.or.Latino","Margin.of.Error..Total....Not.Hispanic.or.Latino","Estimate..Total....Hispanic.or.Latino","Margin.of.Error..Total....Hispanic.or.Latino","Crude.Prevalence..","Crude.95..CI","X2010.Census.Population","Estimate.Total.Commuters","Estimate.Bike.Commuters","MOE.Total.Commuters","MOE.Bike.Commuters","state_abbr","city_name","metric_number","est","lci","uci","data_yr_type"
"263",11001000802,"1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia",3476,308,2682,313,267,144,0,12,343,168,0,12,31,28,153,94,27,36,126,90,"1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia",3476,308,2913,304,563,245,3.5,"( 3.2, 3.9)","2,869",1988,121,208,75,"DC","Washington",13,29.7,-999,-999,"2017, 5 Year Estimate"
"264",11001000802,"1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia",3476,308,2682,313,267,144,0,12,343,168,0,12,31,28,153,94,27,36,126,90,"1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia",3476,308,2913,304,563,245,3.5,"( 3.2, 3.9)","2,869",1988,121,208,75,"DC","Washington",2,10,-999,-999,"2015"
"265",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",6,4.8,4.4,5.2,"2016, 1 Year Modeled Estimate"
"266",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",14,5,-999,-999,"2017, 5 Year Estimate"
"267",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",21,62.2,-999,-999,"2017, 5 Year Estimate"
"268",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",19,36.2,31.8,40.6,"2016, 1 Year Modeled Estimate"
"269",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",18,11.4,9.7,13.1,"2016, 1 Year Modeled Estimate"
"270",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",8,6.4,5.6,7.2,"2016, 1 Year Modeled Estimate"
"271",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",24,9.9,5.4,14.4,"2017, 5 Year Estimate"
"272",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",27,NA,-999,-999,"2018"
"273",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",3,29.3,28,30.6,"2016, 1 Year Modeled Estimate"
"274",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",15,77,76.2,77.8,"2015"
"275",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",5,84.6,81.7,87.5,"2016, 1 Year Modeled Estimate"
"276",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",25,1.5,0.5,2.5,"2017, 5 Year Estimate"
"277",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",12,31.1,27.3,34.8,"2017, 5 Year Estimate"
"278",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",2,10.1,-999,-999,"2015"
"279",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",37,84.6,83,86.2,"2010-2015, 6 Year Modeled Estimate"
"280",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",9,18.4,17.6,19.2,"2015, 1 Year Modeled Estimate"
"281",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",7,10.1,8.3,11.9,"2016, 1 Year Modeled Estimate"
"282",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",22,12.6,9.7,15.5,"2016, 1 Year Modeled Estimate"
"283",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",4,4,0,8.4,"2017, 5 Year Estimate"
"284",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",11,29.7,22.2,37.3,"2017, 5 Year Estimate"
"285",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",13,66.6,-999,-999,"2017, 5 Year Estimate"
"286",11001000901,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6236,449,569,264,7,17,514,155,0,17,195,152,278,109,26,30,252,104,"1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia",7799,406,6661,414,1138,261,3.7,"( 3.3, 4.1)","7,175",2994,57,308,49,"DC","Washington",17,15.5,14.4,16.6,"2016, 1 Year Modeled Estimate"
"287",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",27,NA,-999,-999,"2018"
"288",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",25,6.9,0,14,"2017, 5 Year Estimate"
"289",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",19,39.8,35.9,43.6,"2016, 1 Year Modeled Estimate"
"290",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",21,45.3,-999,-999,"2017, 5 Year Estimate"
"291",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",12,41.8,35.8,47.8,"2017, 5 Year Estimate"
"292",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",22,9.8,8,11.6,"2016, 1 Year Modeled Estimate"
"293",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",6,6.5,6.1,6.9,"2016, 1 Year Modeled Estimate"
"294",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",5,88.5,87.1,89.9,"2016, 1 Year Modeled Estimate"
"295",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",9,25.2,24.2,26.2,"2015, 1 Year Modeled Estimate"
"296",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",13,69.6,-999,-999,"2017, 5 Year Estimate"
"297",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",14,6,-999,-999,"2017, 5 Year Estimate"
"298",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",24,2.1,0.8,3.3,"2017, 5 Year Estimate"
"299",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",11,27.3,20.1,34.4,"2017, 5 Year Estimate"
"300",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",3,24.1,23.5,24.7,"2016, 1 Year Modeled Estimate"
"301",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",8,6.7,5.9,7.5,"2016, 1 Year Modeled Estimate"
"302",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",37,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate"
"303",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",2,10.1,-999,-999,"2015"
"304",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",4,0.7,0,3.1,"2017, 5 Year Estimate"
"305",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",15,95.3,94.6,96.1,"2015"
"306",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",7,7.2,6.5,7.9,"2016, 1 Year Modeled Estimate"
"307",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",18,10.3,9.1,11.5,"2016, 1 Year Modeled Estimate"
"308",11001000902,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2358,201,51,43,0,12,52,38,0,12,8,12,115,54,0,12,115,54,"1400000US11001000902","Census Tract 9.02, District of Columbia, District of Columbia",2584,196,2252,143,332,201,4.6,"( 4.2, 5.1)","2,092",1256,51,110,42,"DC","Washington",17,18.3,17.3,19.3,"2016, 1 Year Modeled Estimate"
"309",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",27,NA,-999,-999,"2018"
"310",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",19,39.9,36.2,43.7,"2016, 1 Year Modeled Estimate"
"311",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",9,21,20.2,21.8,"2015, 1 Year Modeled Estimate"
"312",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",21,56.7,-999,-999,"2017, 5 Year Estimate"
"313",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",6,5.2,4.9,5.5,"2016, 1 Year Modeled Estimate"
"314",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",11,27.6,20.6,34.6,"2017, 5 Year Estimate"
"315",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",12,47.9,43.2,52.6,"2017, 5 Year Estimate"
"316",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",14,7,-999,-999,"2017, 5 Year Estimate"
"317",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",2,10.1,-999,-999,"2015"
"318",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",7,7.5,6.7,8.3,"2016, 1 Year Modeled Estimate"
"319",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",5,88.5,87.2,89.8,"2016, 1 Year Modeled Estimate"
"320",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",24,2,0.5,3.4,"2017, 5 Year Estimate"
"321",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",15,2.3,2,2.6,"2015"
"322",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",13,60.8,-999,-999,"2017, 5 Year Estimate"
"323",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",22,9.5,7.9,11.1,"2016, 1 Year Modeled Estimate"
"324",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",18,9.4,8.4,10.4,"2016, 1 Year Modeled Estimate"
"325",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",8,5.8,5.2,6.4,"2016, 1 Year Modeled Estimate"
"326",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",3,27.1,26.4,27.8,"2016, 1 Year Modeled Estimate"
"327",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",25,2.8,1,4.5,"2017, 5 Year Estimate"
"328",11001001001,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,6508,505,316,198,0,17,492,152,0,17,71,89,466,207,0,17,466,207,"1400000US11001001001","Census Tract 10.01, District of Columbia, District of Columbia",7853,492,7090,448,763,310,3.7,"( 3.4, 4.1)","7,436",3947,239,287,113,"DC","Washington",37,88.3,85.1,91.5,"2010-2015, 6 Year Modeled Estimate"
